Distance_m,Obstacle_Count,Obstacle_Type,Noise_Power_dBm,Received_SNR_dB,Total_Path_Loss_dB,BER,Is_Outage
10.12,3,Concrete,-62.36,-7.8,90.16,0.2862,True
167.11,1,Concrete,-94.22,19.7,94.51,0.0,False
18.0,2,Concrete,-67.6,2.44,85.16,0.0279,False
56.46,1,Glass,-78.99,21.9,77.09,0.0,False
174.99,3,Glass,-62.12,-8.79,90.91,0.305,True
62.41,2,Concrete,-74.44,-1.52,95.96,0.1165,True
138.94,1,Glass,-65.55,0.64,84.91,0.0656,False
125.93,4,Glass,-61.52,-8.54,90.06,0.301,True
167.64,4,Glass,-93.58,21.04,92.54,0.0,False
39.9,1,Glass,-81.16,27.09,74.07,0.0,False
95.32,3,Glass,-92.51,26.87,85.64,0.0,False
49.98,1,Concrete,-78.98,14.95,84.03,0.0,False
50.77,4,Glass,-97.48,35.31,82.17,0.0,False
190.95,3,Glass,-92.75,21.08,91.67,0.0,False
145.34,3,Glass,-95.72,26.42,89.3,0.0,False
194.9,0,None,-90.98,25.13,85.85,0.0,False
186.65,3,Concrete,-62.95,-32.53,115.47,0.4845,True
194.19,1,Concrete,-97.97,22.15,95.82,0.0,False
12.31,2,Concrete,-93.85,31.99,81.86,0.0,False
197.09,4,Glass,-75.03,1.08,93.95,0.0513,False
195.96,0,None,-62.52,-3.37,85.9,0.1732,True
112.95,4,Glass,-68.56,-0.55,89.11,0.0946,False
114.47,1,Glass,-78.16,14.93,83.23,0.0,False
183.05,0,None,-90.32,25.02,85.31,0.0,False
136.83,0,None,-82.3,19.52,82.78,0.0,False
87.2,4,Concrete,-67.18,-31.68,118.86,0.4812,True
119.69,3,Glass,-72.68,5.06,87.62,0.0059,False
146.71,3,Concrete,-71.59,-21.79,113.38,0.4559,True
151.22,2,Concrete,-93.52,9.87,103.65,0.0,False
95.98,3,Glass,-99.1,33.4,85.7,0.0,False
115.5,4,Glass,-91.12,21.81,89.31,0.0,False
76.81,4,Glass,-79.79,14.03,85.76,0.0,False
96.99,3,Glass,-61.27,-4.52,85.79,0.2058,True
175.12,1,Glass,-72.37,5.45,86.92,0.0043,False
136.82,1,Glass,-76.73,11.95,84.78,0.0,False
60.76,2,Concrete,-71.47,-4.26,95.73,0.1987,True
122.28,2,Glass,-60.35,-5.46,85.8,0.2282,True
57.78,0,None,-73.18,17.89,75.29,0.0,False
13.94,1,Concrete,-83.52,30.58,72.94,0.0,False
137.39,4,Glass,-67.93,-2.89,90.81,0.1544,True
124.12,3,Concrete,-74.83,-17.1,111.93,0.4196,True
67.91,1,Concrete,-95.4,28.71,86.69,0.0,False
191.92,1,Concrete,-71.22,-4.5,95.72,0.1974,True
139.01,3,Glass,-78.24,9.32,88.92,0.0,False
133.29,4,Concrete,-93.07,-9.48,122.55,0.3238,True
79.76,1,Concrete,-66.24,-1.85,88.09,0.1274,True
93.36,1,Concrete,-85.06,15.61,89.46,0.0,False
66.15,0,None,-76.45,19.98,76.46,0.0,False
115.68,0,None,-70.91,9.6,81.32,0.0001,False
188.53,3,Concrete,-99.26,3.7,115.56,0.0147,False
148.33,4,Glass,-66.25,-5.23,91.48,0.2253,True
73.54,2,Concrete,-82.67,5.29,97.38,0.0041,False
32.14,4,Concrete,-78.81,-11.38,110.19,0.3433,True
53.7,0,None,-78.88,24.22,74.65,0.0,False
141.19,3,Concrete,-64.83,-28.22,113.05,0.4782,True
125.94,3,Glass,-70.79,2.73,88.06,0.0263,False
151.14,4,Concrete,-89.53,-14.11,123.64,0.392,True
11.98,0,None,-66.1,24.48,61.62,0.0,False
29.51,0,None,-73.76,24.31,69.45,0.0,False
143.02,2,Concrete,-69.61,-13.55,103.16,0.3763,True
45.94,0,None,-71.75,18.45,73.3,0.0,False
23.3,1,Concrete,-63.19,5.79,77.4,0.0024,False
139.54,4,Glass,-65.2,-5.74,90.95,0.2254,True
86.24,4,Concrete,-79.79,-18.98,118.77,0.4355,True
160.27,4,Concrete,-60.25,-43.9,124.15,0.5021,True
145.35,1,Concrete,-94.07,20.77,93.3,0.0,False
108.83,1,Glass,-78.55,15.76,82.79,0.0,False
199.19,0,None,-95.92,29.89,86.04,0.0,False
168.58,4,Glass,-95.04,22.45,92.59,0.0,False
43.62,4,Glass,-82.69,21.84,80.85,0.0,False
85.46,2,Glass,-80.98,18.29,82.69,0.0,False
59.84,4,Glass,-65.18,1.58,83.59,0.0459,False
46.78,3,Concrete,-92.04,8.59,103.45,0.0001,False
27.45,1,Glass,-79.1,28.28,70.83,0.0,False
182.16,3,Glass,-78.97,7.7,91.26,0.0,False
149.11,4,Glass,-91.81,20.28,91.52,0.0,False
72.46,0,None,-67.47,10.21,77.26,0.0,False
86.17,2,Glass,-63.78,1.02,82.76,0.0575,False
80.6,0,None,-65.71,7.53,78.18,0.0001,False
173.05,2,Glass,-61.05,-7.77,88.82,0.2852,True
13.16,0,None,-74.4,31.96,62.44,0.0,False
49.72,4,Concrete,-77.19,-16.8,113.98,0.4231,True
19.76,3,Glass,-93.66,41.69,71.97,0.0,False
60.8,1,Concrete,-61.28,-4.45,85.73,0.1964,True
146.83,3,Concrete,-86.46,-6.93,113.39,0.2657,True
137.87,3,Concrete,-68.1,-24.75,112.84,0.4733,True
77.08,2,Concrete,-64.8,-12.99,97.79,0.3663,True
182.11,1,Concrete,-78.78,3.52,95.26,0.0165,False
89.44,1,Glass,-75.39,14.31,81.08,0.0,False
37.17,3,Concrete,-73.85,-7.6,101.46,0.2766,True
44.14,0,None,-63.12,10.17,72.95,0.0,False
83.43,3,Concrete,-69.72,-18.76,108.48,0.4372,True
134.8,4,Concrete,-95.95,-6.7,122.65,0.2552,True
180.49,0,None,-90.87,25.69,85.18,0.0,False
165.35,3,Glass,-86.67,16.24,90.42,0.0,False
26.23,4,Concrete,-87.91,-0.52,108.43,0.0894,False
29.9,3,Concrete,-91.76,12.2,99.57,0.0,False
178.66,4,Glass,-97.97,24.87,93.09,0.0,False
72.4,3,Concrete,-80.42,-6.83,107.25,0.2567,True
20.91,1,Glass,-76.77,28.3,68.46,0.0,False
154.73,1,Glass,-70.27,4.43,85.85,0.0094,False
50.91,0,None,-96.41,42.22,74.19,0.0,False
99.43,1,Concrete,-64.06,-5.95,90.0,0.2379,True
102.6,1,Glass,-87.97,25.69,82.28,0.0,False
15.52,0,None,-60.86,16.99,63.87,0.0,False
91.76,3,Concrete,-70.11,-19.19,109.31,0.4378,True
61.97,1,Concrete,-98.14,32.25,85.9,0.0,False
125.19,2,Concrete,-65.11,-16.9,102.01,0.4249,True
79.67,2,Concrete,-68.4,-9.68,98.08,0.3327,True
45.44,1,Glass,-91.56,36.36,75.2,0.0,False
96.38,2,Glass,-88.34,24.61,83.73,0.0,False
158.21,0,None,-62.37,-1.67,84.04,0.1202,True
16.2,1,Concrete,-93.86,39.62,74.24,0.0,False
149.22,0,None,-96.83,33.3,83.53,0.0,False
196.22,3,Concrete,-75.54,-20.37,115.91,0.4468,True
164.1,0,None,-70.02,5.67,84.36,0.0018,False
88.34,2,Concrete,-82.57,3.59,98.98,0.0172,False
79.4,1,Concrete,-80.79,12.74,88.05,0.0,False
150.05,2,Concrete,-98.88,15.3,103.58,0.0,False
118.82,4,Concrete,-77.12,-24.43,121.55,0.4672,True
90.82,2,Concrete,-99.6,20.39,99.22,0.0,False
164.04,0,None,-78.74,14.38,84.35,0.0,False
66.81,1,Glass,-67.46,8.91,78.55,0.0,False
177.89,0,None,-73.54,8.48,85.06,0.0,False
193.96,4,Glass,-82.61,8.8,93.81,0.0,False
124.46,3,Glass,-69.81,1.86,87.96,0.0374,False
49.75,0,None,-74.98,20.99,73.99,0.0,False
156.74,1,Concrete,-98.23,24.27,93.96,0.0,False
86.43,1,Concrete,-60.12,-8.67,88.79,0.3016,True
133.3,4,Glass,-85.88,15.33,90.55,0.0,False
27.25,4,Glass,-78.31,21.55,76.76,0.0,False
123.16,4,Glass,-80.79,10.93,89.86,0.0,False
21.67,0,None,-81.59,34.82,66.77,0.0,False
35.58,2,Glass,-75.65,20.57,75.08,0.0,False
94.18,1,Glass,-80.27,18.74,81.53,0.0,False
11.08,4,Concrete,-66.97,-13.98,100.95,0.3947,True
98.02,0,None,-81.29,21.41,79.88,0.0,False
119.61,1,Glass,-62.67,-0.94,83.61,0.1016,True
109.81,1,Concrete,-65.58,-5.29,90.87,0.2344,True
79.89,0,None,-97.92,39.82,78.1,0.0,False
40.66,0,None,-91.59,39.35,72.24,0.0,False
143.13,1,Concrete,-82.82,9.65,93.17,0.0,False
21.03,2,Concrete,-61.38,-5.14,86.51,0.216,True
72.24,0,None,-88.05,30.82,77.23,0.0,False
56.22,1,Glass,-85.17,28.12,77.05,0.0,False
108.72,2,Glass,-66.84,2.06,84.78,0.0371,False
100.88,0,None,-84.37,24.24,80.13,0.0,False
127.74,0,None,-92.79,30.61,82.18,0.0,False
188.89,2,Glass,-66.98,-2.59,89.58,0.1445,True
26.2,1,Concrete,-92.25,33.83,78.42,0.0,False
87.15,1,Glass,-60.5,-0.36,80.86,0.08,False
124.13,4,Concrete,-66.33,-35.6,121.93,0.4962,True
108.83,4,Glass,-97.53,28.74,88.79,0.0,False
170.22,1,Glass,-94.24,27.56,86.67,0.0,False
197.2,0,None,-80.36,14.41,85.95,0.0,False
172.19,0,None,-86.58,21.81,84.77,0.0,False
108.87,0,None,-97.32,36.53,80.79,0.0,False
59.24,4,Concrete,-99.18,3.68,115.51,0.0147,False
63.98,0,None,-87.31,31.13,76.17,0.0,False
67.78,3,Glass,-63.9,1.23,82.68,0.0552,False
70.19,1,Glass,-93.36,34.38,78.98,0.0,False
119.25,2,Glass,-95.77,30.19,85.58,0.0,False
44.2,1,Glass,-76.54,21.58,74.96,0.0,False
13.5,3,Concrete,-69.63,-3.03,92.66,0.1629,True
181.5,2,Concrete,-61.83,-23.4,105.23,0.467,True
142.59,2,Glass,-95.7,28.57,87.14,0.0,False
101.77,3,Concrete,-69.88,-20.33,110.21,0.4467,True
190.53,0,None,-99.06,33.4,85.65,0.0,False
77.06,2,Glass,-76.76,14.97,81.79,0.0,False
135.28,3,Concrete,-91.81,-0.87,112.68,0.1037,True
189.41,3,Concrete,-87.74,-7.87,115.6,0.286,True
10.51,4,Glass,-92.02,43.53,68.49,0.0,False
14.64,0,None,-73.68,30.32,63.36,0.0,False
72.64,0,None,-70.79,13.51,77.28,0.0,False
122.89,0,None,-76.98,15.14,81.84,0.0,False
160.94,3,Concrete,-95.98,1.79,114.19,0.0371,False
144.45,3,Concrete,-90.84,-2.41,113.25,0.1499,True
137.01,4,Concrete,-84.1,-18.69,122.79,0.4379,True
162.88,3,Glass,-92.45,22.16,90.29,0.0,False
135.17,4,Glass,-71.83,1.16,90.67,0.0561,False
171.11,4,Concrete,-61.8,-42.92,124.72,0.5003,True
192.33,4,Glass,-72.17,-1.57,93.74,0.1163,True
15.34,2,Concrete,-90.81,27.04,83.77,0.0,False
136.27,1,Glass,-90.13,25.38,84.74,0.0,False
157.03,3,Concrete,-86.69,-7.29,113.97,0.2689,True
136.54,3,Concrete,-96.0,3.24,112.76,0.0201,False
22.38,2,Concrete,-67.51,0.46,87.05,0.0716,False
25.65,0,None,-98.44,50.21,68.24,0.0,False
159.57,3,Concrete,-86.72,-7.4,114.11,0.2766,True
151.23,4,Glass,-93.95,22.3,91.65,0.0,False
57.65,2,Concrete,-78.25,2.97,95.27,0.0242,False
21.29,3,Concrete,-76.33,-0.29,96.62,0.0848,False
37.14,3,Concrete,-79.71,-1.74,101.45,0.1238,True
94.2,3,Concrete,-99.33,9.79,109.53,0.0,False
105.89,4,Glass,-85.05,16.5,88.55,0.0,False
142.97,2,Concrete,-68.17,-14.99,103.16,0.3897,True
45.09,2,Concrete,-66.01,-7.13,93.14,0.2664,True
37.14,2,Concrete,-98.35,26.9,91.45,0.0,False
198.72,3,Concrete,-77.54,-18.48,116.02,0.441,True
83.07,3,Concrete,-91.95,3.51,108.44,0.0166,False
53.54,4,Concrete,-76.87,-17.76,114.63,0.4245,True
29.01,1,Glass,-70.83,19.53,71.3,0.0,False
115.51,3,Concrete,-95.1,3.79,111.31,0.0169,False
137.33,4,Concrete,-93.36,-9.45,122.81,0.3123,True
85.98,0,None,-63.83,5.09,78.74,0.0047,False
148.36,4,Glass,-95.54,24.06,91.48,0.0,False
24.41,1,Concrete,-86.23,28.43,77.81,0.0,False
55.46,1,Glass,-70.77,13.84,76.93,0.0,False
95.3,0,None,-68.63,9.0,79.64,0.0,False
81.0,2,Glass,-67.27,5.05,82.22,0.0051,False
195.12,1,Glass,-89.77,21.9,87.86,0.0,False
143.1,1,Concrete,-86.17,13.0,93.17,0.0,False
45.54,3,Concrete,-90.7,7.48,103.22,0.0005,False
195.36,1,Concrete,-64.94,-10.93,95.87,0.3454,True
158.15,1,Concrete,-60.76,-13.28,94.04,0.3849,True
112.76,1,Glass,-69.01,5.91,83.1,0.0022,False
145.96,2,Concrete,-70.47,-12.87,103.34,0.3739,True
48.76,2,Concrete,-86.37,12.56,93.81,0.0,False
14.48,0,None,-60.06,16.79,63.27,0.0,False
33.9,3,Glass,-72.51,15.85,76.66,0.0,False
183.06,0,None,-73.12,7.81,85.31,0.0001,False
78.23,2,Glass,-99.42,37.5,81.92,0.0,False
156.43,1,Concrete,-84.19,10.25,93.94,0.0,False
187.08,4,Glass,-95.55,22.05,93.49,0.0,False
167.8,2,Concrete,-89.96,5.41,104.55,0.0044,False
124.38,3,Glass,-73.81,5.86,87.95,0.0031,False
119.33,4,Concrete,-62.2,-39.39,121.59,0.495,True
181.66,3,Concrete,-92.14,-3.1,115.24,0.1618,True
182.74,4,Concrete,-65.9,-39.39,125.29,0.4935,True
98.61,2,Concrete,-79.49,-0.44,99.93,0.0885,False
194.29,2,Glass,-77.27,7.45,89.82,0.0003,False
23.89,4,Concrete,-83.6,-4.02,107.62,0.1821,True
95.08,0,None,-98.98,39.36,79.62,0.0,False
186.37,2,Concrete,-86.76,1.3,105.46,0.0473,False
120.9,0,None,-81.63,19.93,81.7,0.0,False
88.46,1,Concrete,-61.29,-7.7,88.99,0.2823,True
148.82,2,Concrete,-60.63,-22.88,103.51,0.4618,True
98.66,4,Glass,-61.81,-6.12,87.94,0.2374,True
68.42,4,Concrete,-61.42,-35.34,116.76,0.4923,True
198.93,4,Glass,-93.85,19.82,94.03,0.0,False
179.11,2,Concrete,-90.15,5.04,105.12,0.0047,False
55.58,3,Concrete,-94.91,9.95,104.95,0.0,False
178.07,1,Glass,-71.94,4.87,87.07,0.0061,False
144.48,1,Glass,-71.4,6.15,85.25,0.0034,False
57.82,2,Glass,-90.22,30.93,79.3,0.0,False
184.3,2,Concrete,-87.84,2.47,105.36,0.0275,False
162.25,0,None,-66.7,2.44,84.26,0.0293,False
164.85,1,Concrete,-92.95,18.55,94.4,0.0,False
23.06,3,Concrete,-75.67,-1.64,97.31,0.1193,True
52.16,4,Concrete,-64.53,-29.87,114.4,0.4854,True
164.18,0,None,-89.58,25.22,84.36,0.0,False
181.59,0,None,-65.7,0.46,85.24,0.0698,False
72.06,1,Concrete,-85.92,18.71,87.21,0.0,False
21.35,3,Glass,-74.73,22.09,72.64,0.0,False
35.61,1,Glass,-92.45,39.37,73.09,0.0,False
29.4,2,Concrete,-71.96,2.53,89.42,0.0338,False
38.17,2,Concrete,-69.11,-2.58,91.69,0.1503,True
176.11,0,None,-71.0,6.03,84.97,0.0027,False
74.95,3,Glass,-73.2,9.65,83.55,0.0,False
152.13,1,Glass,-79.99,14.29,85.7,0.0,False
152.92,1,Concrete,-90.95,17.2,93.74,0.0,False
160.1,0,None,-97.34,33.19,84.14,0.0,False
172.46,3,Concrete,-82.78,-12.01,114.79,0.3626,True
51.64,1,Glass,-91.13,34.81,76.31,0.0,False
44.72,3,Concrete,-77.62,-5.45,103.06,0.2219,True
125.44,0,None,-81.86,19.84,82.02,0.0,False
161.83,1,Glass,-65.59,-0.65,86.24,0.0954,False
123.37,3,Concrete,-94.24,2.36,111.88,0.0323,False
25.38,2,Glass,-65.1,12.96,72.15,0.0,False
183.53,0,None,-60.47,-4.86,85.33,0.2012,True
167.49,1,Glass,-78.52,11.99,86.53,0.0,False
130.64,4,Glass,-61.1,-9.27,90.38,0.3179,True
151.96,2,Concrete,-87.25,3.56,103.69,0.0192,False
131.93,3,Glass,-75.3,6.84,88.46,0.001,False
84.16,2,Glass,-67.68,5.12,82.56,0.0056,False
173.72,1,Concrete,-65.57,-9.28,94.85,0.32,True
42.56,1,Glass,-67.78,13.14,74.63,0.0,False
171.2,1,Concrete,-91.09,16.37,94.72,0.0,False
96.19,2,Glass,-93.28,29.57,83.72,0.0,False
121.96,1,Glass,-60.69,-3.09,83.78,0.1572,True
86.37,3,Concrete,-63.1,-25.68,108.78,0.4743,True
199.56,1,Concrete,-82.56,6.5,96.06,0.0016,False
80.1,0,None,-68.95,10.83,78.13,0.0,False
122.44,1,Concrete,-97.13,25.32,91.81,0.0,False
93.53,0,None,-98.05,38.58,79.47,0.0,False
136.89,2,Concrete,-86.61,3.83,102.78,0.0133,False
19.34,4,Glass,-88.9,35.12,73.78,0.0,False
74.15,1,Concrete,-99.9,32.45,87.46,0.0,False
169.63,2,Concrete,-71.42,-13.23,104.64,0.3742,True
39.58,3,Concrete,-93.46,11.46,102.0,0.0,False
104.15,3,Concrete,-95.35,4.95,110.41,0.0075,False
55.54,2,Glass,-67.48,8.54,78.95,0.0,False
95.85,1,Concrete,-63.48,-6.2,89.69,0.2464,True
49.7,2,Glass,-84.71,26.73,77.98,0.0,False
171.02,4,Glass,-96.29,23.57,92.72,0.0,False
64.2,1,Glass,-70.3,12.1,78.21,0.0,False
82.44,2,Glass,-70.23,7.85,82.38,0.0,False
13.2,0,None,-65.92,23.45,62.47,0.0,False
105.85,0,None,-89.84,29.29,80.55,0.0,False
197.49,4,Concrete,-62.28,-43.68,125.97,0.5048,True
84.1,0,None,-81.74,23.19,78.55,0.0,False
62.47,4,Glass,-66.7,2.73,83.97,0.0265,False
81.98,0,None,-75.48,17.16,78.33,0.0,False
146.29,3,Concrete,-93.55,0.19,113.36,0.0781,False
11.74,1,Glass,-71.9,28.46,63.44,0.0,False
90.25,2,Concrete,-88.98,9.82,99.16,0.0,False
61.11,3,Glass,-76.44,14.67,81.78,0.0,False
70.4,1,Concrete,-75.25,8.25,87.01,0.0002,False
195.09,4,Concrete,-95.69,-10.17,125.86,0.3234,True
171.45,2,Concrete,-80.38,-4.36,104.74,0.2029,True
65.04,1,Glass,-64.51,6.2,78.32,0.002,False
197.27,0,None,-87.05,21.1,85.96,0.0,False
90.35,1,Glass,-85.51,24.33,81.17,0.0,False
79.55,0,None,-89.89,31.82,78.07,0.0,False
99.41,3,Concrete,-60.17,-29.83,110.0,0.485,True
196.16,1,Glass,-97.29,29.38,87.91,0.0,False
51.84,1,Glass,-94.28,37.93,76.35,0.0,False
68.17,3,Glass,-62.02,-0.71,82.73,0.0982,False
156.1,4,Concrete,-72.38,-31.55,123.92,0.4876,True
164.72,0,None,-91.57,27.19,84.39,0.0,False
173.25,4,Concrete,-84.39,-20.44,124.83,0.4468,True
62.61,3,Concrete,-68.3,-17.69,105.99,0.432,True
39.01,0,None,-85.04,33.16,71.88,0.0,False
189.66,3,Concrete,-78.54,-17.08,115.61,0.4113,True
56.51,3,Concrete,-85.3,0.2,105.1,0.0714,False
161.02,2,Concrete,-62.64,-21.55,104.19,0.4528,True
154.91,0,None,-98.18,34.33,83.86,0.0,False
32.08,0,None,-89.67,39.49,70.18,0.0,False
105.28,1,Glass,-84.98,22.47,82.5,0.0,False
21.78,4,Glass,-85.67,30.85,74.82,0.0,False
191.31,4,Concrete,-76.04,-29.65,125.69,0.484,True
79.76,0,None,-64.73,6.64,78.09,0.0012,False
101.22,4,Concrete,-83.7,-16.46,120.16,0.4073,True
138.66,4,Concrete,-73.38,-29.51,122.89,0.4746,True
179.54,0,None,-99.01,33.87,85.14,0.0,False
138.95,2,Glass,-60.03,-6.89,86.91,0.2629,True
123.82,4,Concrete,-95.36,-6.55,121.91,0.2496,True
36.79,4,Concrete,-76.04,-15.33,111.37,0.4012,True
92.98,1,Glass,-65.39,3.97,81.42,0.0125,False
191.78,3,Concrete,-99.3,3.59,115.71,0.0163,False
49.77,3,Concrete,-80.57,-3.43,103.99,0.1756,True
122.23,2,Glass,-61.66,-4.14,85.8,0.1881,True
35.57,2,Concrete,-77.01,5.94,91.07,0.0026,False
58.62,1,Concrete,-88.59,23.18,85.42,0.0,False
199.89,2,Glass,-99.65,29.58,90.07,0.0,False
91.39,0,None,-66.8,7.53,79.27,0.0004,False
167.6,2,Concrete,-89.99,5.45,104.54,0.0039,False
85.86,1,Glass,-78.06,17.33,80.73,0.0,False
154.38,0,None,-67.05,3.22,83.83,0.0172,False
94.88,0,None,-80.08,20.49,79.6,0.0,False
42.3,4,Glass,-76.95,16.37,80.58,0.0,False
45.24,4,Glass,-82.35,21.18,81.16,0.0,False
191.57,0,None,-96.57,30.87,85.7,0.0,False
91.81,3,Concrete,-91.04,1.73,109.31,0.0419,False
71.82,1,Glass,-72.28,13.1,79.18,0.0,False
100.81,3,Glass,-63.83,-2.3,86.12,0.1366,True
70.02,2,Concrete,-80.47,3.51,96.96,0.0169,False
194.12,1,Concrete,-82.94,7.12,95.82,0.0006,False
136.6,3,Concrete,-63.71,-29.05,112.76,0.4763,True
181.55,3,Concrete,-61.01,-34.22,115.23,0.4919,True
190.16,4,Glass,-60.34,-13.3,93.64,0.3767,True
23.72,1,Concrete,-86.45,28.9,77.56,0.0,False
40.94,1,Concrete,-91.33,29.04,82.3,0.0,False
154.63,2,Concrete,-65.04,-18.8,103.84,0.436,True
17.99,4,Concrete,-88.13,2.98,105.16,0.0199,False
62.87,4,Glass,-98.3,34.28,84.02,0.0,False
72.39,1,Concrete,-97.46,30.21,87.25,0.0,False
164.21,1,Glass,-97.55,31.19,86.36,0.0,False
184.71,0,None,-95.65,30.27,85.38,0.0,False
185.83,2,Concrete,-92.5,7.06,105.44,0.0008,False
91.43,2,Concrete,-77.59,-1.69,99.28,0.1205,True
185.69,2,Glass,-88.78,19.35,89.43,0.0,False
155.33,0,None,-83.19,19.31,83.88,0.0,False
164.03,2,Concrete,-95.0,10.65,104.35,0.0,False
114.47,0,None,-65.88,4.65,81.23,0.0073,False
177.07,0,None,-69.76,4.74,85.02,0.0059,False
154.85,4,Glass,-76.47,4.62,91.85,0.007,False
101.12,0,None,-89.78,29.63,80.15,0.0,False
152.32,0,None,-84.99,21.28,83.71,0.0,False
17.92,1,Glass,-69.89,22.77,67.12,0.0,False
176.14,1,Concrete,-85.95,10.98,94.97,0.0,False
138.82,0,None,-72.35,9.44,82.9,0.0,False
148.92,3,Concrete,-67.91,-25.61,113.51,0.4681,True
181.56,0,None,-64.23,-1.01,85.23,0.1029,True
196.02,3,Glass,-64.0,-7.9,91.9,0.2882,True
43.78,4,Concrete,-93.84,0.96,112.88,0.0559,False
192.01,1,Concrete,-93.03,17.31,95.72,0.0,False
159.04,1,Concrete,-62.13,-11.95,94.08,0.3587,True
80.26,0,None,-83.26,25.12,78.14,0.0,False
128.55,4,Glass,-82.14,11.9,90.24,0.0,False
165.89,4,Glass,-76.53,4.08,92.45,0.0122,False
160.57,0,None,-62.12,-2.05,84.17,0.1305,True
63.01,4,Concrete,-91.63,-4.42,116.04,0.1948,True
156.18,0,None,-74.23,10.3,83.93,0.0,False
37.03,2,Glass,-98.56,43.13,75.43,0.0,False
174.22,1,Glass,-80.7,13.83,86.88,0.0,False
103.11,4,Glass,-72.4,4.08,88.32,0.0133,False
142.2,4,Concrete,-69.95,-33.16,123.11,0.4771,True
191.08,1,Concrete,-66.8,-8.88,95.68,0.3111,True
10.51,4,Glass,-62.83,14.35,68.48,0.0,False
72.81,3,Concrete,-69.14,-18.16,107.3,0.4267,True
152.85,3,Glass,-96.52,26.78,89.74,0.0,False
66.32,0,None,-87.25,30.76,76.49,0.0,False
159.36,2,Glass,-88.68,20.58,88.1,0.0,False
27.28,1,Concrete,-81.94,23.17,78.77,0.0,False
138.89,2,Concrete,-90.52,7.61,102.91,0.0004,False
171.57,2,Glass,-76.5,7.76,88.74,0.0002,False
118.03,4,Glass,-78.67,9.18,89.49,0.0,False
13.52,4,Concrete,-70.13,-12.54,102.68,0.3614,True
102.44,4,Concrete,-97.33,-2.94,120.26,0.1529,True
164.55,1,Concrete,-92.57,18.19,94.38,0.0,False
87.13,3,Glass,-70.68,5.82,84.86,0.0015,False
67.32,4,Concrete,-74.26,-22.36,116.62,0.4655,True
51.31,2,Concrete,-98.51,24.25,94.26,0.0,False
128.16,3,Concrete,-97.3,5.09,112.21,0.0069,False
181.12,1,Glass,-76.39,9.17,87.21,0.0,False
148.55,3,Glass,-78.57,9.08,89.49,0.0,False
121.86,1,Glass,-78.6,14.83,83.77,0.0,False
184.75,2,Glass,-90.54,21.15,89.39,0.0,False
100.03,0,None,-82.6,22.54,80.06,0.0,False
44.81,3,Concrete,-98.07,14.99,103.08,0.0,False
134.75,4,Concrete,-60.81,-41.84,122.64,0.4911,True
136.3,2,Concrete,-91.82,9.07,102.74,0.0001,False
63.49,4,Glass,-93.95,29.84,84.11,0.0,False
10.95,4,Concrete,-90.67,9.83,100.85,0.0,False
148.32,0,None,-66.43,2.96,83.48,0.0236,False
164.62,2,Glass,-99.04,30.66,88.38,0.0,False
55.38,2,Glass,-70.76,11.84,78.92,0.0,False
199.54,4,Glass,-92.64,18.58,94.05,0.0,False
10.47,4,Concrete,-66.72,-13.73,100.45,0.379,True
190.61,3,Glass,-83.01,11.35,91.66,0.0,False
48.46,3,Glass,-70.09,10.33,79.76,0.0,False
133.37,0,None,-80.24,17.68,82.56,0.0,False
197.48,3,Glass,-63.99,-7.98,91.96,0.2911,True
197.69,1,Glass,-75.93,7.96,87.97,0.0002,False
107.83,4,Glass,-63.69,-5.02,88.71,0.2157,True
46.86,2,Glass,-73.29,15.82,77.47,0.0,False
155.38,3,Concrete,-96.9,3.02,113.88,0.0246,False
154.73,4,Concrete,-81.14,-22.71,123.85,0.4673,True
12.92,4,Glass,-64.38,14.1,70.28,0.0,False
123.93,3,Concrete,-94.78,2.86,111.92,0.0242,False
180.83,0,None,-82.23,17.03,85.2,0.0,False
151.09,2,Concrete,-88.55,4.91,103.64,0.0063,False
168.25,0,None,-69.86,5.29,84.57,0.0055,False
58.78,4,Glass,-93.35,29.91,83.44,0.0,False
193.66,0,None,-68.23,2.44,85.79,0.0313,False
187.63,1,Concrete,-71.28,-4.24,95.52,0.1896,True
88.36,0,None,-91.54,32.56,78.98,0.0,False
40.5,2,Glass,-75.14,18.94,76.2,0.0,False
124.0,2,Glass,-83.15,17.22,85.92,0.0,False
77.04,1,Glass,-84.85,25.06,79.79,0.0,False
71.82,0,None,-63.4,6.22,77.18,0.0022,False
83.02,4,Concrete,-94.41,-4.03,118.44,0.1912,True
37.88,0,None,-70.77,19.15,71.62,0.0,False
14.6,4,Concrete,-83.81,0.46,103.34,0.071,False
16.65,0,None,-86.21,41.73,64.48,0.0,False
40.64,3,Glass,-89.52,31.28,78.23,0.0,False
104.93,0,None,-60.36,-0.11,80.47,0.0875,False
54.14,0,None,-90.1,35.37,74.73,0.0,False
101.1,1,Glass,-90.79,28.64,82.15,0.0,False
126.19,3,Glass,-85.78,17.71,88.08,0.0,False
141.41,2,Glass,-68.36,1.3,87.06,0.0481,False
61.31,0,None,-77.87,22.06,75.81,0.0,False
130.72,1,Concrete,-70.49,-1.89,92.38,0.1305,True
77.63,2,Glass,-68.43,6.57,81.86,0.0011,False
144.78,2,Concrete,-63.86,-19.41,103.27,0.4298,True
188.96,2,Concrete,-62.59,-22.99,105.58,0.4683,True
